date,AdrActCnt,BlkCnt,IssContNtv,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-06-25,2248,26547,1310304,55125.1327795138299744,1310304,55125.1327795138299744,0.0000067382481455889214,0.0420704911070361,,,3081,2407,67834706093.8335,2853839399.469029802178671889,28182263.0490376,1185641.646980688435404693457,3,0.1262114733211083,67834707159.033554,2853839444.282519201200045389,,,
2018-06-26,580,28792,1382144,52229.0064711769552896,1382144,52229.0064711769552896,0.000006198753119812859,0.0377883972083784,,,1948,777,1104912175.02469,41752860.1502063016940948627,1426160.02424124,53892.30147873854488763080522,13.14,0.496539539318092176,1108126338.835441,41874318.24897975566246405887,,,
2018-06-27,602,28792,1382144,53875.2061414882699776,1382144,53875.2061414882699776,0.000006349281760605493,0.0389794450806054,,,2103,780,224872908.903723,8765421.202728651745083153904,294923.413288865,11495.95099127800207743927887,90.264722,3.5184687739151140226988,230040262.365315,8966841.773196853314236161701,,,
2018-06-28,573,28792,1382144,49862.306608463686656,1382144,49862.306608463686656,0.000006157757369482474,0.036076057638324,,,2334,1336,272544705.289172,9832338.497032197013809427728,205000.596587058,7395.613338365510686143210792,1,0.036076057638324,273880797.04031,9880539.42005634074762884044,,,
2018-06-29,545,28792,1382144,50726.705884615338624,1382144,50726.705884615338624,0.000005899689975328329,0.0367014622822335,,,1397,686,21337464583.0916,783116151.5948295103311830886,31104191.282034,1141569.303156946903905942939,15.280412,0.560813464674988160202,21337475219.475301,783116541.9656647319458443648,,,
2018-06-30,610,28792,1382144,51806.5283523289983488,1382144,51806.5283523289983488,0.000005879144558436659,0.0374827285379302,,,1788,836,27291994352.3056,1022978415.566194958011421869,32650696.6196698,1223837.197969398325972699448,35.098996,1.3156061390218979380792,27295982374.043923,1023127897.502415883527866308,,,
2018-07-01,612,28792,1382144,50632.6790688113068032,1382144,50632.6790688113068032,0.000005758703741373714,0.0366334326009528,,,1669,782,36110101.033726,1322836.952432597452132534133,51529.1474891957,1887.689551530006875887525663,40.975019,1.5010555968592603981032,40295793.336551,1476173.229296464006853665793,,,
2018-07-02,1763,28792,1382144,54700.7531137839067904,1382144,54700.7531137839067904,0.000005988883276639122,0.0395767395537541,,,4051,2983,26288627101.0024,1040418148.00213366372479311,8814113.43977595,348833.8720032564467680853939,27.871139,1.1030488092694784929199,26292500390.851654,1040571440.185713788762011894,,,
2018-07-03,728,28792,1382144,52667.1156032693289472,1382144,52667.1156032693289472,0.000005863891947819699,0.0381053751297038,,,1983,855,659793887.489448,25141693.5910709990071538655,772895.242383478,29451.46314698577293330815382,17.519756,0.6675968745608789282728,660825432.237874,25181000.99067284767064476172,,,
2018-07-04,821,28792,1382144,53661.1731832102642432,1382144,53661.1731832102642432,0.000005900991346761518,0.0388245893215253,,,2453,1273,480011040.076806,18636231.50078021504674107219,389169.281131474,15109.33751648270288076751729,18.476278,0.7173339055403328268334,495412494.880366,19234186.65848246515973214226,,,
2018-07-05,1085,28764,1381248,51065.6424246266829696,1381248,51065.6424246266829696,0.000005657072118905652,0.0369706543825777,,,4752,2104,81782497.257987,3023552.44066914581471497309,43533.6722862186,1609.468352098189044779653685,14.947838,0.5526313524647614820126,91594846.490204,3386321.412814592175491318851,,,
2018-07-06,1056,28792,1382144,49582.2279263005258752,1382144,49582.2279263005258752,0.000005436635489860166,0.0358734168988908,,,3301,1602,791732844.435942,28402162.40099520263917145313,502956.503398632,18042.76832842751327211103739,9.65938,0.346514965724807815704,805736318.444609,28904514.8621408954900733397,,,
2018-07-07,1029,28792,1382144,50563.7921619498144,1382144,50563.7921619498144,0.000005429559721921226,0.0365835919860375,,,3045,1330,814657427.189491,29803094.92469539110453873191,613800.63564866,22455.03201534104141147558475,7.004907,0.2562646595881379860125,816354845.412718,29865192.58040359239398092492,,,
2018-07-08,1196,28792,1382144,50710.6350221242679296,1382144,50710.6350221242679296,0.000005472076460744696,0.0366898347944384,,,3969,1239,14717963.415597,539999.6462288422480434157248,14733.8586753325,540.582840682552431662270768,12.102473,0.4440377349741512861632,18255250.898737,669782.1396056836552491843008,,,
2018-07-09,1289,28792,1382144,49128.431417262442752,1382144,49128.431417262442752,0.000005333877616286855,0.035545088946783,,,6449,4595,36748212.201633,1306218.471342301321602696639,8893.90898478368,316.1347859487283969042869014,9.502828,0.337778866505980002324,40867511.785081,1452639.341434406642542344423,,,
2018-07-10,2774,28792,1382144,46262.4943016753914624,1382144,46262.4943016753914624,0.000005305293828095677,0.0334715444278421,,,11908,4126,600901044.025903,20113085.99184971397246679392,147125.426340456,4924.515244219783352960009998,466.78147,15.623896711198444365887,607039509.080722,20318549.89765084432283317,,,
2018-07-11,3294,28792,1382144,46249.2557669127688192,1382144,46249.2557669127688192,0.000005246486265341906,0.0334619661677168,,,11216,4078,7635127266.27889,255486370.2704362763907833384,1878371.25853835,62853.99550362189409012473928,200,6.69239323354336,7659997992.319401,256318593.6637704086806005136,,,
2018-07-12,8452,28780,1381760,43802.656745459833536,1381760,43802.656745459833536,0.0000051466510812390345,0.0317006258289861,,,17985,11613,293430864.677524,9301942.047818042381148378416,27611.0380637462,875.2871864087111427915137278,19.435774,0.6161261992707364887414,320646985.034285,10164710.09576437452845528844,,,
2018-07-13,4520,28775,1381600,45671.39479374928192,1381600,45671.39479374928192,0.000005324039879084553,0.0330568867933912,,,11989,4136,320901808.561612,10608014.75741570283709961861,87329.746379381,2886.849539758762743198746847,371.179816,12.2700491575037756320192,361195831.02512,11940009.69644224878833718694,,,
2018-07-14,5919,28792,1382144,46082.3356863615259136,1382144,46082.3356863615259136,0.000005330231443600236,0.0333411972170494,,,15678,4826,206230288.063188,6875964.706443659841978117487,47982.2248967727,1599.784823196116379431476471,99,3.3007785244878906,231562217.351825,7720561.556744455973408205155,,,
2018-07-15,6211,28792,1382144,47494.707688907749248,1382144,47494.707688907749248,0.000005413549129102184,0.0343630675884045,,,18393,6409,181833324.127354,6248350.806812528201211666693,30329.4370903316,1042.212496653327089435219932,24.052755,0.8265264457523342793975,194381362.311935,6679539.891051165605117957708,,,
2018-07-16,6914,28792,1382144,51594.8963502667013376,1382144,51594.8963502667013376,0.000005562610796275155,0.0373296099033579,,,26244,12160,1610001546.42176,60100729.6717272658641536279,157192.123501239,5867.920650181709468170910438,10.136676,0.3783981607967303443404,1911456221.775061,71353915.10620939152580237733,,,
2018-07-17,8276,28792,1382144,55092.5512482643746816,1382144,55092.5512482643746816,0.0000054449415348121685,0.0398602108378464,,,20532,8347,343501489.145332,13692041.780447140114775493,44214.3009843213,1762.391359283046633703057648,22.741236,0.9064704616732227141504,369056770.31613,14710680.67593559459229638243,,,
2018-07-18,8628,28638,1377216,54718.2052144182528768,1377216,54718.2052144182528768,0.000005386499438233465,0.0397310263708948,,,21940,9092,334725262.852408,13298978.24539371583119929468,42382.728870675,1683.90931843127281049322999,21.93859,0.871642697830248950332,385343770.892177,15310103.52317712841990180998,,,
2018-07-19,9838,28792,1382144,52458.6173288209711104,1382144,52458.6173288209711104,0.000005082944884761688,0.0379545237897216,,,49518,11321,350500097.589356,13303064.29225495472561036329,36318.8853748426,1378.46599897563535151709782,9.2,0.34918161886543872,411166101.328593,15605613.57440316498311758971,,,
2018-07-20,10508,28792,1382144,48181.9813490198460416,1382144,48181.9813490198460416,0.000004757622251582938,0.0348603194377864,,,25814,8980,369762852.430017,12890051.15193746581449139437,49759.6924865439,1734.638775206940200295202423,10,0.348603194377864,446842038.529164,15577056.20135831525966000257,,,
2018-07-21,7327,28789,1382048,49276.9847436971190688,1382048,49276.9847436971190688,0.000004811379809677188,0.0356550458042681,,,22364,7580,293119267.110402,10451180.89493487931036550678,42165.0115182499,1503.395417020692206006462398,9,0.3208954122384129,319610787.308334,11395737.26101683829300790035,,,
2018-07-22,7244,28792,1382144,48560.3853784270858752,1382144,48560.3853784270858752,0.0000047481825903172,0.0351340999045158,,,21550,8262,148367517.279637,5212759.174687740628267684765,22128.0528726357,777.4492203195905212686782941,7.262508,0.2551616816293452336264,182821972.833716,6423285.458280451497150894713,,,
2018-07-23,8205,28791,1382112,47061.6330722097281472,1382112,47061.6330722097281472,0.0000044128849864529205,0.0340505205599906,,,26209,14239,262879874.609833,8951196.57520986947384514757,22051.9875313035,750.8816548233061816671657471,5.119932,0.1743363498317537926392,313998250.458231,10691803.88302907250317505263,,,
2018-07-24,13250,28790,1382080,52740.656251617446336,1382080,52740.656251617446336,0.000004544188187416886,0.0381603498000242,,,31908,17699,764900015.286405,29188852.145373072564838931,50058.283624318,1910.241613492798076900108496,9.705307,0.3703579100366234684294,885981561.866804,33809366.31720902240183637666,,,
2018-07-25,18115,28792,1382144,51519.6120699781026304,1382144,51519.6120699781026304,0.000004544241288860483,0.0372751407016766,,-11.39837039971587,41614,19107,251575259.970148,9377503.212448135580689550137,16636.9705975486,620.1454198732806849918699828,7.412369,0.2762970974077458778654,317882597.207361,11849118.53751877031317056145,,0.051435285515195654,
2018-07-26,17067,27827,1351264,48400.7776391934949504,1351264,48400.7776391934949504,0.000004526055608771827,0.0358188907861036,,-5.211934264939198,29731,18571,253225291.748154,9070249.069406349283334152754,16125.340912299,577.5918250263260704955281764,8.201895,0.293782781244089186322,299463706.082305,10726457.7825639111620918568,,0.04813058522069842,
2018-07-27,17309,28792,1382144,50504.7849906342991872,1382144,50504.7849906342991872,0.000004470504905236857,0.0365408994942888,,-6.255978198955741,28634,17509,267804834.548485,9785829.543320831291184192468,19058.3129412829,696.4078977181220130982951015,8.221005,0.300402917447045696244,333692001.288923,12193405.88114662404847720296,,0.047912166912721335,
2018-07-28,17259,28792,1382144,50897.1749047821192448,1382144,50897.1749047821192448,0.000004496114784225969,0.0368247989390267,,2.075452113446306,28331,17905,170760641.285238,6288226.282028151207884797855,11432.77426868,421.009613759419020003493756,7.536039,0.2775131209716638332413,204703823.280716,7538177.134362419648041919117,,0.04577497562790031,
2018-07-29,17447,28792,1382144,54430.3844611748986624,1382144,54430.3844611748986624,0.000004785298946851733,0.0393811241528921,,7.30124007063276,29181,18412,367020695.086297,14453687.55987421767303162955,24430.5135474556,962.1010871312613884433363408,9.251054,0.3643169061191090732734,449814615.435753,17714205.21626080409103669125,,0.04727858560347944,
2018-07-30,17518,28792,1382144,50358.0273915824253952,1382144,50358.0273915824253952,0.000004458569981395069,0.0364347183734708,,-2.795981523593935,30619,21735,1023936600.20516,37306841.66076416797278126933,52100.9844150492,1898.284694142908888401556763,9,0.3279124653612372,1132414896.261095,41259217.82719614793475815853,,0.049328260949123015,
2018-07-31,17430,28792,1382144,46582.4486260010618368,1382144,46582.4486260010618368,0.000004362777389129353,0.0337030357372322,,-7.999241828199269,30095,20200,545731753.040183,18392816.77565566495907580149,32934.1250628507,1109.979993967731817035059833,9.505566,0.3203664306006193344252,665269326.269584,22421595.8781481779856832054,,0.0511618817006402,
2018-08-01,24084,28792,1382144,44923.9769384595168256,1382144,44923.9769384595168256,0.00000427858377971711,0.0325031088934724,,-17.873202138529162,37699,25088,310864167.093059,10104051.87410429617400844807,15684.0659651055,509.7809039562283574951273382,5.890402,0.1914563776323276119048,393481846.932568,12789383.31845389655661816912,,0.04919696227929232,
2018-08-02,26740,27992,1356544,42533.9713809748842496,1356544,42533.9713809748842496,0.0000041569569070301805,0.0313546566723784,,-17.715921794096445,37568,24439,353236528.369355,11075610.07116397873342152393,16616.965555628,521.0192499334535171162656352,4.544225,0.14248261471703873474,406102021.213992,12733189.44912364880738199857,,0.04915618089780486,
2018-08-03,28728,28268,1365376,41447.9058073850809856,1365376,41447.9058073850809856,0.000004095937690121079,0.0303564042486356,,-21.811396387893613,39229,25411,255282839.581833,7749469.076085715597664797055,12111.6363386486,367.6657288084816836760978502,4.458161,0.1353337375215015351316,307768791.0014,9342753.83475234097750768984,,0.0491374744662576,
2018-08-04,31265,28792,1382144,39764.0680497578713088,1382144,39764.0680497578713088,0.0000041086814166482645,0.0287698445673952,,-22.181943901558594,52729,28436,172694330.540653,4968389.047324956684111917066,8235.57168828492,236.9361173955976211412398404,3.948852,0.1136078582596476703104,234186716.52807,6737515.434261214382867583264,,0.04928069232142157,
2018-08-05,31026,28792,1382144,41867.3092355127652608,1382144,41867.3092355127652608,0.0000043079272094179004,0.0302915681980407,,-15.559846770611612,51497,28490,985235173.973904,29844318.46353900675988572989,36046.9142301957,1091.917560732896826845517565,3.958832,0.1199192295125858604624,1026976586.418275,31108731.30528021566308567379,,0.05028231522446412,
2018-08-06,53300,28790,1382080,40193.197937526591328,1382080,40193.197937526591328,0.0000041964950532035184,0.0290816725063141,,-20.50624083765909,128438,31066,271676122.38214,7900796.018902705533483070174,10424.8426186669,303.1718589659366711687746733,3.95027,0.114880458451517399807,323858160.791506,9418336.970635791086838648035,,0.050444962652813785,
2018-08-07,88743,28789,1382048,38290.2959779648736192,1382048,38290.2959779648736192,0.0000041212571983687505,0.0277054747577254,,-24.48732758555481,215811,29796,152499460.126883,4225069.943112108081968471928,6609.70786532974,183.1250944188321491368833734,4.101871,0.1136442834499458442234,196942855.555365,5456395.313303524570841166771,,0.05094412335229421,
2018-08-08,34253,28790,1382080,33431.838374333735616,1382080,33431.838374333735616,0.000003859583559369786,0.0241895102847402,,-31.9469693240718,128063,33282,355832110.514276,8607404.496925890759017051095,12761.0076215039,308.6825251040166664375447868,4.024246,0.0973445400053246108892,424711855.658892,10273571.80051186334560403986,,0.05582246780541534,
2018-08-09,60131,28774,1381568,35627.7735489166511296,1381568,35627.7735489166511296,0.0000039322270633412135,0.0257879261454497,,-22.955672986517644,185987,33104,249406805.979521,6431684.292772390171125535594,8678.15340626402,223.7915791196192937175998298,3.997766,0.1030940943547898653702,287281590.360964,7408396.435175874054189105511,,0.05678777452516265,
2018-08-10,66260,28792,1382144,32609.313346685280384,1382144,32609.313346685280384,0.00000384521451997767,0.0235932821375235,,-29.49224197027113,227938,31437,205448092.89346,4847194.82025153853875374631,8430.83355192426,198.9110346450484467993759701,3.867622,0.091249897047292914117,265040114.371843,6253166.19613638892754215081,,0.05861278397486728,
2018-08-11,104684,28790,1382080,31299.664608270467136,1382080,31299.664608270467136,0.000003586899159931392,0.0226467821025342,,-28.56045737170695,308754,30413,225535390.422944,5107650.843318391394912224685,8875.55215960997,201.002695798363835860420586,3.79275,0.08589358281938658705,269932167.830218,6113094.987315638941213138456,,0.05833344770088784,
2018-08-12,35695,28792,1382144,31023.1319153281776384,1382144,31023.1319153281776384,0.0000035545137437998617,0.0224456582782461,,-32.09990275692422,242177,31028,149302125.575967,3351184.490893942464509071479,6044.5559038035,135.6740362605283666682990414,3.570966,0.0801526825592353627326,187550480.583215,4209693.997091674205875299212,,0.05746965329970478,
2018-08-13,54620,28792,1382144,26461.0382755928133376,1382144,26461.0382755928133376,0.000003055439788724637,0.0191449214232329,,-42.57878234365584,304217,32574,218987148.337028,4192491.747610248288198537821,9335.73494980874,178.7319120422174688484474755,3.475356,0.0665354175377609984124,304102230.25507,5822013.302863193806791015803,,0.06317571678408047,
2018-08-14,55051,28792,1382144,25561.2842337793432832,1382144,25561.2842337793432832,0.000002990209894086196,0.0184939371250603,,-46.180773653336736,173981,33113,370180884.131531,6846101.996027766451301506319,13329.2297492712,246.5099369085048399271810534,3.869134,0.0715555209244330587802,441370784.687617,8162683.540851316222397788305,,0.06255854565955214,
2018-08-15,58347,28792,1382144,26565.02090772936576,1382144,26565.02090772936576,0.0000030653103426832385,0.019220154273165,,-48.512308800108585,196274,34844,293479250.569133,5640716.471911583388199215945,11359.3021936904,218.327540598231100061038116,3.584356,0.06889187528994460674,395803525.63695,7607404.82460479717091744675,,0.060522416518580265,
2018-08-16,56626,28792,1382144,26683.7718973068501504,1382144,26683.7718973068501504,0.000003068961703054671,0.0193060722307566,,-51.56555415801789,192807,33558,435193737.262243,8401881.725957773391424503054,15399.8558871027,297.3107300996469825922029028,3.16636,0.061129974868578467976,516788363.859392,9977153.480683945591980175987,,0.05846118211951025,
2018-08-17,85752,28791,1382112,31947.8617444037048064,1382112,31947.8617444037048064,0.000003522013155402295,0.0231152480728072,,-41.82066212681479,373633,57509,3476715311.00884,80365136.89249637378400281565,62302.1020419986,1440.12854415814565844500047,9.569449,0.2212001875550767872328,3582931586.333296,82820352.44599076428989354853,,0.06929919868845573,
2018-08-18,45986,28791,1382112,29631.975477350738544,1382112,29631.975477350738544,0.0000033503158304126753,0.0214396340364245,,-43.51230921719393,308344,62955,2397942044.29378,51410999.87021427166889878961,39702.4780947489,851.206600690576651264781308,15.984012,0.342691367713817645094,2499469508.454917,53587711.54647525309109412427,,0.06991244020905972,
2018-08-19,48029,28791,1382112,30547.624427185011264,1382112,30547.624427185011264,0.000003405191880612032,0.022102133855422,,-36.598016851604996,416497,86756,3862527422.19877,85370098.10567529952852623094,44906.6704276513,992.5332407932697407852303486,40471.930876,894.516033608738561809672,3895923099.621315,86108213.83826088348915951993,,0.06932967117987898,
2018-08-20,68499,28164,1362048,27719.6401964528947584,1362048,27719.6401964528947584,0.0000032443160952971964,0.0203514415031283,,-42.92128633111411,335124,64142,1803543271.23988,36704705.3829990747024397166,29325.4268058335,596.814708193191066666938938,6.749284,0.1373576585139997851372,1880991526.179773,38280889.01292767448412768388,,0.07000830329266099,
2018-08-21,66947,28783,1381856,28914.6199356277382336,1381856,28914.6199356277382336,0.0000032325406195207504,0.0209244812307706,,-40.44395249163287,206597,46131,167166390.926556,3497870.009358381751391884054,4459.48766739128,93.31246599518180262216612037,2.430859,0.0508644635201497899454,205720625.584427,4304597.368823728855880569446,,0.07051931349063356,
2018-08-22,61393,28792,1382144,27011.5057072540055296,1382144,27011.5057072540055296,0.00000307041035610634,0.0195431921039009,,-42.605305932197204,227848,48275,13980958361.9116,273232555.0634780424923409604,290801.187358002,5683.183468579910909949030002,2.489257,0.0486480277469800426313,14038427319.707538,274355681.945695032083496935,,0.07109392594947188,
2018-08-23,42459,28792,1382144,28508.0250493887182848,1382144,28508.0250493887182848,0.0000031652316698548547,0.0206259442209992,,-45.94927895292481,174090,35309,302489607.797829,6239133.777869945607209970737,9678.74800248039,199.6333164282679507879242057,2.031446,0.0419004918839719408432,341746913.21958,7048852.769765711207516604336,,0.06801537658975243,
2018-08-24,22013,28792,1382144,29789.3238759694998272,1382144,29789.3238759694998272,0.0000032179522494204894,0.0215529813651613,,-42.17867200648321,144455,26785,290033939.221211,6251096.087299085770129396334,16146.7071674178,348.0096786880722424354014911,1.549165,0.0333891243765601053145,432489551.479287,9321439.243660041459140363993,,0.06902099210711436,0.0607733992184686
2018-08-25,16434,28791,1382112,30985.9456010582950848,1382112,30985.9456010582950848,0.000003323619520748098,0.0224192725343954,,-37.40936125500222,147344,27666,253609229.046381,5685734.423228721654564393047,10907.5934936295,244.5403112280778157895341043,1.212427,0.0271817313410594116358,301769481.594753,6765452.250435984104436667336,,0.06967980369647521,0.059781214254469625
2018-08-26,16856,28791,1382112,31337.7377430892014144,1382112,31337.7377430892014144,0.0000033892746931618908,0.0226738048313662,,-37.949516445510525,136886,25871,205730440.479843,4664691.855310960658825251507,9593.70772292134,217.5258565186891040931273347,1.424792,0.0323054557332919108304,248198812.499698,5627611.433995006103578427408,,0.0695450500140708,0.0596129015702094
2018-08-27,91426,28643,1377376,33680.8454771114534208,1377376,33680.8454771114534208,0.0000035754258522435163,0.0244529057258958,,-33.59663479389495,300945,63176,227097930.78369,5553204.291999581264021279502,4047.30658639637,98.96840640094758033231211825,2.64264,0.064620226787481276912,255692640.902177,6252428.042786262595983495157,,0.07141643604466945,0.0599088537203158
2018-08-28,91953,28573,1375136,37186.26126080809216,1375136,37186.26126080809216,0.0000038124882013407755,0.02704187895656,,-31.33289224661689,320087,67945,699433563.217892,18913997.75469369211288277152,11742.5806447438,317.541444432806122392529328,2.613524,0.07067459965806451744,797849641.907117,21575353.44198699870839783752,,0.07296904195764668,0.061417354508716125
